customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
8173-RXAYP,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4825-XJGDM,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,No
5402-HTOTQ,1,Yes,DSL,No,Yes,No,No,No,No
6734-JDTTV,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7850-THJMU,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3890-RTCMS,1,No,DSL,No,No,No,Yes,No,No
8849-GYOKR,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
3148-BLQJT,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3717-FDJFU,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3665-JATSN,0,No phone service,DSL,No,Yes,No,No,No,Yes
7966-YOTQW,1,Yes,DSL,Yes,No,No,No,No,No
0461-CVKMU,1,No,Fiber optic,No,Yes,Yes,Yes,No,No
8806-EAGWC,1,No,DSL,No,No,No,No,Yes,No
8853-TZDGH,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
7779-LGOVN,1,Yes,Fiber optic,No,No,No,No,No,Yes
4324-BZCKL,1,No,DSL,No,Yes,Yes,No,No,No
6924-TDGMT,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9710-ZUSHQ,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
1536-YHDOE,1,Yes,DSL,Yes,No,No,Yes,No,No
8123-QBNAZ,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
3629-ZNKXA,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
4827-LTQRJ,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
7711-YIJWC,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5482-VXSXJ,1,No,Fiber optic,No,Yes,No,No,Yes,Yes
7365-BVCJH,0,No phone service,DSL,No,No,No,No,No,No
9620-ENEJV,1,No,Fiber optic,No,No,No,No,No,No
4183-WCSEP,1,No,Fiber optic,No,Yes,No,Yes,No,No
2378-YIZKA,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5498-TXHLF,1,Yes,Fiber optic,No,No,Yes,No,Yes,No
0689-DSXGL,1,No,Fiber optic,No,Yes,Yes,Yes,No,No
6818-DJXAA,1,No,Fiber optic,No,No,Yes,Yes,Yes,No
9722-UJOJR,1,No,Fiber optic,No,No,No,No,No,No
0464-WJTKO,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8902-ZEOVF,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6778-EICRF,1,Yes,DSL,Yes,No,No,No,Yes,Yes
2662-NNTDK,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4132-KALRO,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
3902-FOIGH,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
6772-KSATR,1,Yes,Fiber optic,Yes,No,No,No,No,No
7112-OPOTK,1,No,Fiber optic,No,No,No,No,No,No
2874-YXVVA,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1245-HARPS,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4210-QFJMF,1,No,Fiber optic,No,No,No,No,No,Yes
4323-ELYYB,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4293-ETKAP,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes
6064-PUPMC,1,No,DSL,Yes,No,No,Yes,No,No
6504-VBLFL,1,No,DSL,Yes,Yes,Yes,No,No,No
6322-PJJDJ,1,No,Fiber optic,No,Yes,No,No,Yes,Yes
0330-BGYZE,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1085-LDWAM,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7586-ZATGZ,1,Yes,Fiber optic,No,No,No,No,Yes,No
7197-VOJMM,1,No,DSL,Yes,Yes,No,Yes,No,Yes
3318-OSATS,1,Yes,Fiber optic,No,No,No,No,Yes,Yes
5828-AVIPD,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
1843-TLSGD,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9626-VFRGG,1,Yes,Fiber optic,No,Yes,No,No,Yes,No
7075-BNDVQ,0,No phone service,DSL,Yes,No,Yes,No,No,No
9143-CANJF,1,No,DSL,Yes,No,No,Yes,No,No
7284-BUYEC,0,No phone service,DSL,No,Yes,No,No,Yes,Yes
2041-JIJCI,1,Yes,DSL,No,Yes,No,No,No,Yes
1086-LXKFY,1,No,Fiber optic,No,No,No,No,No,No
4900-MSOMT,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
2229-VWQJH,1,No,DSL,No,No,Yes,No,No,No
9194-GFVOI,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
1336-EZFZY,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4282-MSACW,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1403-LKLIK,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2636-ALXXZ,1,No,Fiber optic,No,No,No,No,No,No
7774-OJSXI,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
7786-WBJYI,1,Yes,Fiber optic,No,Yes,No,No,No,No
0136-IFMYD,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5144-TVGLP,1,Yes,Fiber optic,No,No,No,No,Yes,Yes
9643-AVVWI,1,No,Fiber optic,No,Yes,No,Yes,No,No
0253-ZTEOB,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes
2706-QZIHY,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6061-PQHMK,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9885-CSMWE,1,No,Fiber optic,No,No,No,No,Yes,No
6137-MFAJN,0,No phone service,DSL,Yes,Yes,No,No,Yes,No
9122-UMROB,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4232-JGKIY,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2402-TAIRZ,1,No,Fiber optic,No,Yes,Yes,No,No,No
9659-ZTWSM,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
9139-TWBAS,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,No
6685-GBWJZ,1,No,DSL,Yes,Yes,No,Yes,Yes,No
5016-ETTFF,0,No phone service,DSL,No,No,Yes,No,No,No
3866-MDTUB,1,No,DSL,Yes,No,No,No,Yes,Yes
2195-VVRJF,1,No,DSL,Yes,No,No,No,No,Yes
3913-RDSJZ,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8058-JMEQO,1,Yes,Fiber optic,No,No,No,No,No,Yes
4203-QGNZA,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5043-TRZWM,1,No,Fiber optic,No,No,Yes,No,No,No
0697-ZMSWS,1,Yes,Fiber optic,No,No,No,No,No,Yes
7657-DYEPJ,1,No,DSL,No,Yes,Yes,Yes,Yes,No
9494-BDNNC,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
1640-PLFMP,1,No,Fiber optic,No,No,No,No,No,No
5366-OBVMR,1,No,DSL,No,No,No,Yes,No,No
8276-MQBYC,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
7644-OMVMY,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7593-XFKDI,1,No,DSL,No,No,No,No,No,No
4573-JKNAE,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0337-CNPZE,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
9817-APLHW,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8380-MQINP,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0840-DFEZH,1,Yes,Fiber optic,No,No,No,No,No,No
1513-XNPPH,1,No,Fiber optic,No,No,Yes,Yes,No,Yes
8690-ZVLCL,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6015-VVHHE,1,Yes,Fiber optic,No,No,No,No,Yes,No
1125-SNVCK,1,No,DSL,No,No,No,No,No,No
0384-LPITE,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes
4616-EWBNJ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6347-DCUIK,1,Yes,Fiber optic,No,No,No,No,No,No
1335-HQMKX,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
2545-EBUPK,1,Yes,Fiber optic,No,No,No,No,No,Yes
6923-AQONU,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2172-EJXVF,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
0897-FEGMU,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
7663-RGWBC,1,No,DSL,No,No,No,No,No,No
1120-BMWUB,1,No,DSL,No,Yes,No,Yes,No,No
9124-LHCJQ,1,Yes,Fiber optic,No,No,No,No,No,Yes
4536-PLEQY,1,No,Fiber optic,No,Yes,No,No,No,Yes
7029-IJEJK,0,No phone service,DSL,Yes,No,No,Yes,No,Yes
8871-JLMHM,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
2235-ZGKPT,1,Yes,DSL,No,No,No,No,No,No
3891-PUQOD,1,No,DSL,No,No,Yes,No,No,Yes
5447-VYTKW,1,No,DSL,Yes,No,No,Yes,No,No
3623-FQBOX,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0689-NKYLF,1,No,Fiber optic,No,No,Yes,No,Yes,No
8659-HDIYE,1,Yes,DSL,No,Yes,Yes,Yes,No,Yes
3658-KIBGF,1,No,DSL,Yes,Yes,No,No,No,No
3474-BAFSJ,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
5519-YLDGW,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
3865-ZFZIB,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1855-AGAWH,1,No,Fiber optic,No,No,Yes,No,Yes,Yes
7109-CQYUZ,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1370-GGAWX,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
4680-KUTAJ,1,Yes,DSL,Yes,No,No,No,No,No
5307-UVGNB,0,No phone service,DSL,Yes,Yes,Yes,No,No,Yes
4946-EDSEW,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2883-ILGWO,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
2516-VQRRV,1,Yes,Fiber optic,No,No,No,No,No,No
7580-UGXNC,1,No,DSL,Yes,Yes,No,No,No,No
3642-BYHDO,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9629-NHXFW,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2696-RZVZW,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5766-FTRTS,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
0396-HUJBP,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5178-LMXOP,1,Yes,Fiber optic,No,No,No,No,Yes,Yes
8879-ZKJOF,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes
6285-FTQBF,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8185-UPYBR,1,Yes,Fiber optic,No,No,No,No,No,No
4585-HETAI,1,No,Fiber optic,No,No,Yes,No,No,No
7526-BEZQB,1,Yes,Fiber optic,No,No,No,No,Yes,Yes
1474-JUWSM,1,Yes,DSL,Yes,No,No,Yes,No,Yes
3530-CRZSB,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8498-XXGWA,1,No,DSL,Yes,No,Yes,No,No,No
9617-INGJY,1,No,Fiber optic,No,No,No,No,No,No
0621-TSSMU,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7234-KMNRQ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7636-PEPNS,1,No,DSL,No,No,No,No,No,No
4683-WYDOU,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
9052-DHNKM,1,Yes,DSL,Yes,Yes,No,No,No,No
6794-HKIAJ,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
5578-NKCXI,1,No,Fiber optic,Yes,Yes,No,No,Yes,Yes
1642-HMARX,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3096-WPXBT,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
8434-PNQZX,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes
5950-AAAGJ,1,Yes,Fiber optic,No,No,No,No,Yes,No
4299-OPXEJ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4951-UKAAQ,1,Yes,Fiber optic,No,Yes,No,No,No,Yes
9618-LFJRU,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6693-DJWTY,1,No,DSL,Yes,Yes,No,No,No,No
0744-GKNGE,1,Yes,Fiber optic,Yes,No,No,Yes,No,No
6447-EGDIV,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1167-OYZJF,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2108-YKQTY,1,No,DSL,No,Yes,No,No,No,No
4806-DXQCE,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4918-QLLIW,1,No,DSL,No,No,No,No,Yes,No
7056-IMHCC,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
4854-SSLTN,1,No,DSL,Yes,Yes,No,Yes,No,No
5294-DMSFH,1,No,Fiber optic,No,No,No,No,Yes,Yes
4837-PZTIC,0,No phone service,DSL,Yes,No,Yes,Yes,No,No
1625-JAIIY,1,Yes,Fiber optic,No,No,No,No,Yes,No
0603-OLQDC,1,No,DSL,Yes,No,No,No,Yes,Yes
3272-VUHPV,1,No,DSL,No,Yes,No,Yes,No,No
4176-FXYBO,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1063-DHQJF,1,No,Fiber optic,No,Yes,No,Yes,Yes,No
8663-UPDGF,1,Yes,DSL,Yes,Yes,No,No,Yes,No
6719-FGEDO,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
1837-YQUCE,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
2947-DOMLJ,1,No,DSL,Yes,No,No,No,No,No
4112-LUEIZ,1,No,Fiber optic,No,No,No,No,Yes,Yes
0369-ZGOVK,1,No,Fiber optic,No,No,No,No,No,No
4510-HIMLV,1,No,Fiber optic,No,No,No,No,No,No
9919-KNPOO,1,Yes,Fiber optic,No,No,No,No,Yes,Yes
8749-JMNKX,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
7872-BAAZR,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9391-LMANN,1,No,Fiber optic,Yes,Yes,Yes,No,No,Yes
2430-USGXP,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
8174-TBVCF,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1698-XFZCI,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1877-HKBQX,1,No,DSL,Yes,No,No,Yes,No,No
4450-DLLMH,1,No,Fiber optic,No,No,No,No,No,No
0428-AXXLJ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2746-DIJLO,1,Yes,DSL,No,Yes,No,No,No,No
5955-ERIHD,1,Yes,Fiber optic,No,No,No,No,Yes,Yes
0917-EZOLA,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3508-VLHCZ,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
4086-ATNFV,1,No,DSL,Yes,Yes,Yes,No,No,No
0468-YRPXN,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
5996-NRVXR,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
3739-YBWAB,0,No phone service,DSL,Yes,No,Yes,No,No,No
7047-FWEYA,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
2000-MPKCA,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
9762-YAQAA,1,Yes,Fiber optic,No,Yes,No,No,No,No
5949-EBSQK,1,No,DSL,No,No,No,Yes,No,Yes
5473-KHBPS,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
0100-DUVFC,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5397-TUPSH,1,No,Fiber optic,No,No,No,No,No,No
8950-MTZNV,1,No,DSL,No,No,No,No,No,No
0326-VDYXE,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
6773-LQTVT,0,No phone service,DSL,No,Yes,Yes,No,No,No
7274-RTAPZ,1,No,Fiber optic,No,No,No,No,Yes,Yes
0436-TWFFZ,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
8566-YPRGL,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0311-UNPFF,1,No,Fiber optic,No,No,No,No,Yes,Yes
6609-MXJHJ,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2669-OIDSD,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
8400-WZICQ,1,No,DSL,Yes,Yes,No,No,No,No
3834-XUIFC,1,Yes,Fiber optic,No,No,No,No,No,Yes
9576-SYUHJ,1,Yes,Fiber optic,Yes,No,No,No,Yes,No
0410-IPFTY,1,No,Fiber optic,No,Yes,No,No,No,Yes
2831-EBWRN,1,No,DSL,No,No,No,No,No,No
9430-NKQLY,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8414-MYSHR,1,No,Fiber optic,No,No,No,No,Yes,Yes
0247-SLUJI,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9402-ORRAH,1,No,Fiber optic,No,No,No,No,Yes,Yes
6483-OATDN,1,No,DSL,Yes,No,No,No,No,No
1293-HHSHJ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4840-ORQXB,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
7599-FKVXZ,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
3982-DQLUS,1,Yes,Fiber optic,Yes,Yes,No,No,No,No
8610-ZIKJJ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3756-VNWDH,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
7801-KICAO,1,Yes,Fiber optic,No,No,No,No,No,No
7673-LPRNY,1,Yes,DSL,Yes,No,Yes,No,Yes,Yes
8229-TNIQA,1,No,DSL,No,No,No,No,No,No
6060-QBMGV,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7339-POGZN,1,Yes,DSL,No,No,No,No,No,No
2828-SLQPF,1,No,DSL,No,No,No,No,No,No
4465-VDKIQ,1,No,Fiber optic,No,Yes,Yes,No,No,No
2921-XWDJH,1,No,Fiber optic,Yes,No,No,No,No,Yes
6221-AVQYL,1,Yes,Fiber optic,No,No,No,No,No,No
2558-BUOZZ,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
9257-AZMTZ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0003-MKNFE,1,Yes,DSL,No,No,No,No,No,Yes
0975-UYDTX,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7743-EXURX,1,No,DSL,No,No,Yes,No,No,No
4682-BLBUC,1,No,DSL,No,Yes,Yes,Yes,Yes,No
0975-VOOVL,0,No phone service,DSL,No,Yes,No,No,No,No
5968-VXZLG,1,No,DSL,No,No,No,No,No,No
5569-KGJHX,1,Yes,Fiber optic,No,No,No,No,Yes,No
4988-IQIGL,1,Yes,Fiber optic,No,No,No,No,No,No
5201-FRKKS,1,No,Fiber optic,Yes,No,No,No,No,No
9799-CAYJJ,1,No,Fiber optic,No,No,No,No,No,No
7730-IUTDZ,1,No,Fiber optic,Yes,No,No,No,No,No
0426-TIRNE,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5443-SCMKX,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
8295-KMENE,1,Yes,DSL,Yes,No,Yes,Yes,Yes,No
6738-ISCBM,0,No phone service,DSL,Yes,No,Yes,No,Yes,Yes
9821-BESNZ,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
3678-MNGZX,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1335-NTIUC,0,No phone service,DSL,No,No,No,No,No,No
2916-BQZLN,1,Yes,Fiber optic,Yes,No,Yes,No,No,No
4558-CGYCZ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2368-GAKKQ,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
8710-YGLWG,1,No,DSL,No,No,No,No,No,No
3199-XGZCY,1,Yes,Fiber optic,No,No,No,No,No,No
3785-KTYSH,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6814-ZPWFQ,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4063-EIKNQ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6993-YCOBK,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5206-HPJKM,1,No,DSL,Yes,Yes,No,No,No,No
7587-RZNME,1,No,DSL,No,No,No,No,No,No
0748-RDGGM,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
8393-JMVMB,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5019-GQVCR,1,Yes,Fiber optic,No,No,No,No,Yes,No
6036-TTFYU,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2550-AEVRU,1,No,DSL,Yes,Yes,No,No,No,No
0969-RGKCU,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0378-CJKPV,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4706-AXVKM,1,Yes,Fiber optic,No,No,No,No,No,Yes
5889-JTMUL,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
9026-RNUJS,1,No,DSL,No,No,Yes,No,No,No
3746-EUBYR,1,Yes,Fiber optic,No,No,No,No,No,No
2332-EFBJY,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2880-FPNAE,1,No,Fiber optic,No,No,Yes,No,No,No
1703-MGIAB,1,Yes,DSL,No,No,Yes,Yes,Yes,No
4311-QTTAI,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9474-PHLYD,1,No,DSL,No,No,Yes,No,No,Yes
4318-RAJVY,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2165-VOEGB,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
3612-YUNGG,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2254-DLXRI,1,Yes,Fiber optic,No,Yes,No,No,No,No
5062-CJJKH,1,No,DSL,No,Yes,Yes,No,No,No
9028-LIHRP,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
2219-MVUSO,1,No,DSL,No,No,No,No,No,No
1053-MXTTK,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1530-ZTDOZ,0,No phone service,DSL,Yes,No,No,No,Yes,No
1301-LOPVR,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes
0853-TWRVK,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
8914-RBTSB,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
6212-ATMLK,1,Yes,Fiber optic,No,No,No,No,Yes,Yes
8200-LGKSR,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
1568-BEKZM,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
0670-ANMUU,1,Yes,Fiber optic,Yes,No,No,Yes,No,Yes
6897-RWMUB,1,No,DSL,Yes,Yes,Yes,Yes,No,No
0963-ZBDRN,1,No,Fiber optic,No,No,No,Yes,Yes,Yes
7594-RQHXR,1,No,Fiber optic,No,No,No,No,No,Yes
6999-CHVCF,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
6134-KWTBV,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1077-HUUJM,1,No,Fiber optic,No,No,No,No,No,No
6331-EWIEB,1,Yes,Fiber optic,No,No,No,No,Yes,No
0895-LNKRC,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2045-BMBTJ,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes
8417-GSODA,1,Yes,Fiber optic,No,No,No,No,Yes,Yes
5171-EPLKN,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4452-QIIEB,1,No,DSL,No,No,No,No,No,No
5998-VVEJY,1,Yes,Fiber optic,No,No,No,Yes,No,No
1624-NALOJ,1,Yes,Fiber optic,No,Yes,No,No,No,Yes
6741-EGCBI,1,Yes,Fiber optic,Yes,No,No,No,No,Yes
7820-ZYGNY,1,Yes,Fiber optic,No,Yes,No,No,No,Yes
4317-VTEOA,1,No,DSL,No,Yes,No,No,No,No
9677-AVKED,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
1670-SVOWZ,1,No,Fiber optic,No,Yes,No,Yes,No,Yes
2227-JRSJX,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
9847-HNVGP,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6696-YDAYZ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8980-WQFWL,1,No,DSL,No,No,Yes,No,No,Yes
1730-ZMAME,1,No,Fiber optic,No,No,No,No,No,Yes
6506-EYCNH,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4634-JLRJT,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9501-UKKNL,0,No phone service,DSL,No,No,No,Yes,Yes,Yes
2560-QTSBS,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7541-YLXCL,1,No,DSL,No,Yes,No,Yes,No,Yes
4795-WRNVT,1,No,DSL,Yes,Yes,No,No,Yes,No
6080-TCMYC,1,Yes,Fiber optic,No,No,Yes,No,No,No
0260-ZDLGK,1,No,DSL,No,No,Yes,Yes,Yes,Yes
7860-UXCRM,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No
6357-JJPQT,1,No,Fiber optic,No,No,No,No,Yes,No
2292-XQWSV,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
9552-TGUZV,1,No,Fiber optic,Yes,No,No,No,No,No
5913-INRQV,1,No,Fiber optic,Yes,No,No,Yes,Yes,No
8722-NGNBH,0,No phone service,DSL,Yes,No,Yes,Yes,No,No
6210-KBBPI,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
9643-YBLUR,1,Yes,DSL,No,Yes,Yes,No,No,Yes
8734-FNWVH,1,Yes,DSL,No,No,No,No,No,Yes
9447-YPTBX,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0133-BMFZO,1,No,Fiber optic,Yes,Yes,No,Yes,No,No
6128-CZOMY,1,No,DSL,No,No,No,No,No,No
